date,name,ticker,open,high,low,close,volume
2015-01-02,코스피,^KS11,1914.239990234375,1929.1500244140625,1909.6700439453125,1926.43994140625,258800
2015-01-05,코스피,^KS11,1921.9599609375,1921.9599609375,1903.3699951171875,1915.75,313400
2015-01-06,코스피,^KS11,1895.47998046875,1900.02001953125,1877.3800048828125,1882.449951171875,303700
2015-01-07,코스피,^KS11,1878.9000244140625,1887.5999755859375,1876.27001953125,1883.8299560546875,280500
2015-01-08,코스피,^KS11,1895.8499755859375,1907.22998046875,1891.77001953125,1904.6500244140625,262200
2015-01-09,코스피,^KS11,1919.800048828125,1929.0999755859375,1915.8499755859375,1924.699951171875,308800
2015-01-12,코스피,^KS11,1918.1800537109375,1924.6600341796875,1917.8800048828125,1920.949951171875,311900
2015-01-13,코스피,^KS11,1915.030029296875,1920.77001953125,1910.27001953125,1917.1400146484375,339000
2015-01-14,코스피,^KS11,1919.31005859375,1925.6800537109375,1913.510009765625,1913.6600341796875,297500
2015-01-15,코스피,^KS11,1914.06005859375,1919.68994140625,1908.5999755859375,1914.1400146484375,266500
2015-01-16,코스피,^KS11,1907.0699462890625,1907.0699462890625,1885.6199951171875,1888.1300048828125,298700
2015-01-19,코스피,^KS11,1902.81005859375,1912.4200439453125,1900.260009765625,1902.6199951171875,281100
2015-01-20,코스피,^KS11,1908.6199951171875,1918.8499755859375,1907.969970703125,1918.31005859375,280900
2015-01-21,코스피,^KS11,1917.3299560546875,1921.8800048828125,1909.8599853515625,1921.22998046875,300800
2015-01-22,코스피,^KS11,1926.010009765625,1932.5,1916.56005859375,1920.8199462890625,343100
2015-01-23,코스피,^KS11,1945.3599853515625,1945.3599853515625,1930.6500244140625,1936.0899658203125,367700
2015-01-26,코스피,^KS11,1928.260009765625,1936.4000244140625,1924.1400146484375,1935.6800537109375,330600
2015-01-27,코스피,^KS11,1941.9000244140625,1952.4100341796875,1940.719970703125,1952.4000244140625,467000
2015-01-28,코스피,^KS11,1946.7099609375,1963.530029296875,1943.5899658203125,1961.5799560546875,400900
2015-01-29,코스피,^KS11,1950.8299560546875,1960.1199951171875,1946.199951171875,1951.02001953125,391000
2015-01-30,코스피,^KS11,1964.1300048828125,1964.1300048828125,1948.5999755859375,1949.260009765625,441500
2015-02-02,코스피,^KS11,1947.9100341796875,1956.0999755859375,1944.5799560546875,1952.6800537109375,364800
2015-02-03,코스피,^KS11,1960.1099853515625,1960.3499755859375,1940.739990234375,1951.9599609375,370000
2015-02-04,코스피,^KS11,1963.3699951171875,1970.27001953125,1961.5699462890625,1962.7900390625,348000
